,person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
27728,35,175000,OWN,19.0,MEDICAL,C,24000,12.73,0,0.14,N,10
26354,32,100000,MORTGAGE,4.0,PERSONAL,A,6000,7.14,0,0.06,N,10
16523,25,32000,RENT,2.0,MEDICAL,D,8575,15.62,1,0.27,N,2
22081,35,218000,RENT,4.0,DEBTCONSOLIDATION,D,7000,14.11,1,0.03,Y,9
23586,29,58800,MORTGAGE,7.0,DEBTCONSOLIDATION,B,5000,11.71,1,0.09,N,6
16027,23,39000,RENT,1.0,DEBTCONSOLIDATION,D,6000,15.99,1,0.15,Y,3
18940,33,22800,RENT,0.0,MEDICAL,A,2000,8.49,0,0.09,N,10
20427,32,50000,RENT,0.0,VENTURE,B,4675,10.0,0,0.09,N,7
32323,52,59004,RENT,4.0,DEBTCONSOLIDATION,D,20000,15.58,1,0.34,N,22
1352,23,30000,RENT,,VENTURE,A,1000,7.49,0,0.03,N,3
14614,24,42000,RENT,1.0,PERSONAL,B,2000,12.69,1,0.05,N,4
1631,21,52000,RENT,5.0,EDUCATION,B,1500,11.99,0,0.03,N,3
11551,24,75000,MORTGAGE,8.0,EDUCATION,A,3000,5.42,0,0.04,N,3
962,23,27000,RENT,2.0,VENTURE,C,18000,11.54,1,0.67,Y,4
19730,29,35568,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3975,10.99,0,0.11,N,7
16401,26,64000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,8000,12.17,1,0.13,N,2
17908,28,12000,OWN,,EDUCATION,B,3000,9.62,1,0.25,N,5
19129,30,30000,MORTGAGE,3.0,VENTURE,A,5000,,0,0.17,N,10
4895,24,38400,RENT,3.0,DEBTCONSOLIDATION,B,5000,11.14,0,0.13,N,3
20247,30,39962,MORTGAGE,5.0,DEBTCONSOLIDATION,B,3200,9.7,0,0.08,N,7
12932,23,80000,RENT,1.0,MEDICAL,A,12000,6.62,0,0.15,N,4
23408,28,103000,RENT,0.0,EDUCATION,D,8000,14.61,1,0.08,N,10
22934,34,35000,RENT,9.0,DEBTCONSOLIDATION,A,8000,,0,0.23,N,10
6729,23,54000,RENT,6.0,HOMEIMPROVEMENT,E,6000,16.45,1,0.11,N,2
25015,35,110000,RENT,2.0,VENTURE,B,11500,11.49,0,0.1,N,10
1060,24,102000,RENT,8.0,EDUCATION,C,18000,12.53,0,0.18,Y,3
5023,23,39000,RENT,3.0,DEBTCONSOLIDATION,D,5000,15.37,1,0.13,Y,4
24461,27,72800,MORTGAGE,7.0,HOMEIMPROVEMENT,B,7000,,0,0.1,N,10
27011,34,120000,MORTGAGE,4.0,MEDICAL,A,16800,6.91,0,0.14,N,6
15504,25,140000,MORTGAGE,10.0,MEDICAL,B,22000,8.88,0,0.16,N,3
16658,23,70000,MORTGAGE,5.0,PERSONAL,B,20000,12.21,0,0.29,N,2
16319,23,32400,RENT,4.0,MEDICAL,A,4500,7.49,0,0.14,N,3
10676,24,69996,MORTGAGE,5.0,VENTURE,A,12000,,0,0.17,N,2
26621,27,36000,RENT,2.0,MEDICAL,B,2000,11.99,0,0.06,N,8
23685,29,65000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,7000,7.29,0,0.11,N,6
30854,38,67200,MORTGAGE,11.0,EDUCATION,A,8000,7.9,0,0.12,N,11
15715,25,156000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,10000,13.22,0,0.06,Y,2
4747,21,30000,RENT,0.0,VENTURE,A,5000,8.59,0,0.17,N,2
5167,26,44000,OWN,10.0,VENTURE,C,5000,,0,0.11,N,2
19537,27,56000,RENT,3.0,MEDICAL,A,12000,,0,0.21,N,8
21828,27,24000,RENT,4.0,DEBTCONSOLIDATION,B,7000,10.75,0,0.29,N,10
6384,24,37000,RENT,1.0,DEBTCONSOLIDATION,A,6000,7.66,0,0.16,N,2
16078,21,57000,RENT,3.0,VENTURE,A,3000,5.42,0,0.05,N,2
21809,31,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,5000,10.62,0,0.1,N,10
18972,32,108000,RENT,8.0,PERSONAL,B,15000,10.0,0,0.14,N,9
14280,23,80000,RENT,1.0,MEDICAL,C,14400,12.68,0,0.18,N,4
6217,23,28000,RENT,0.0,EDUCATION,A,6000,9.63,0,0.21,N,4
5516,25,45000,OWN,1.0,PERSONAL,C,10000,12.87,0,0.22,Y,2
5404,24,52728,RENT,4.0,PERSONAL,A,5000,7.74,0,0.09,N,4
11188,26,50000,RENT,0.0,MEDICAL,B,10000,10.95,0,0.2,N,4
17935,27,111000,RENT,11.0,PERSONAL,A,28000,7.9,0,0.25,N,8
18206,32,160000,MORTGAGE,2.0,MEDICAL,B,3200,,0,0.02,N,5
18621,29,77000,RENT,3.0,MEDICAL,C,17600,13.48,0,0.23,N,8
5541,23,45000,OWN,3.0,MEDICAL,A,7000,9.63,0,0.16,N,3
16705,24,120000,MORTGAGE,0.0,PERSONAL,A,16000,9.63,0,0.13,N,2
15341,21,56000,RENT,5.0,MEDICAL,E,15000,16.0,1,0.27,N,2
6000,24,48000,MORTGAGE,,HOMEIMPROVEMENT,B,2000,12.69,0,0.04,N,4
9166,25,15600,RENT,6.0,MEDICAL,B,5000,10.75,1,0.32,N,3
24565,31,74628,MORTGAGE,12.0,DEBTCONSOLIDATION,C,15000,12.99,0,0.2,N,5
24545,35,60000,RENT,7.0,PERSONAL,B,10000,11.11,0,0.17,N,9
32171,38,18000,RENT,4.0,PERSONAL,C,3000,13.23,1,0.17,N,17
10971,24,35000,RENT,0.0,PERSONAL,B,4200,10.37,0,0.12,N,4
15290,23,60000,RENT,0.0,DEBTCONSOLIDATION,B,15000,11.11,0,0.25,N,2
9627,22,63000,MORTGAGE,6.0,MEDICAL,B,15000,,0,0.24,N,3
27069,29,67171,RENT,13.0,MEDICAL,A,1600,8.9,0,0.02,N,7
7937,26,50026,RENT,3.0,PERSONAL,A,7000,,0,0.14,N,4
11798,22,73000,RENT,0.0,PERSONAL,D,10000,18.25,1,0.14,Y,2
21602,30,49200,MORTGAGE,13.0,HOMEIMPROVEMENT,A,9250,,0,0.19,N,8
21842,31,65000,RENT,9.0,VENTURE,A,6000,6.99,0,0.09,N,10
6132,26,21600,RENT,3.0,MEDICAL,B,6000,10.59,0,0.28,N,4
5456,25,58296,RENT,9.0,DEBTCONSOLIDATION,A,5000,6.17,0,0.09,N,4
25673,32,77400,MORTGAGE,0.0,DEBTCONSOLIDATION,F,10000,18.43,1,0.13,N,6
32313,62,68375,RENT,4.0,MEDICAL,C,24250,12.73,1,0.35,N,28
29026,30,70000,MORTGAGE,,VENTURE,B,10000,10.25,0,0.14,N,8
8864,25,43200,RENT,10.0,VENTURE,B,8000,,0,0.19,N,3
20839,32,48000,RENT,8.0,DEBTCONSOLIDATION,C,5000,11.97,0,0.1,Y,10
29070,34,70000,RENT,1.0,DEBTCONSOLIDATION,B,6000,11.89,0,0.09,N,7
30012,37,65000,RENT,7.0,DEBTCONSOLIDATION,A,9000,6.91,0,0.14,N,15
2461,21,19000,RENT,0.0,PERSONAL,A,2900,8.0,0,0.15,N,2
28297,30,83000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,20000,11.11,0,0.24,N,9
29252,50,118000,RENT,16.0,EDUCATION,C,24250,13.92,1,0.21,N,12
20306,32,95000,RENT,16.0,HOMEIMPROVEMENT,A,4000,7.49,0,0.04,N,8
31550,42,105000,MORTGAGE,18.0,EDUCATION,C,2400,13.06,0,0.02,Y,17
17118,23,90000,MORTGAGE,7.0,PERSONAL,D,15000,15.31,0,0.17,Y,4
24436,33,72000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,6600,,0,0.09,N,9
25934,28,58000,RENT,3.0,EDUCATION,B,12500,11.71,0,0.22,N,7
26706,28,110000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,4800,7.51,0,0.04,N,9
12742,21,70000,RENT,3.0,PERSONAL,A,12000,6.99,0,0.17,N,3
7541,22,53808,MORTGAGE,5.0,PERSONAL,A,6000,8.9,0,0.11,N,2
29838,37,40000,MORTGAGE,13.0,VENTURE,A,17500,7.9,0,0.44,N,12
16341,24,85000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7750,11.12,0,0.09,N,4
29661,40,74500,RENT,2.0,MEDICAL,C,3000,14.27,0,0.04,N,15
25429,28,85000,MORTGAGE,0.0,EDUCATION,E,24000,19.03,0,0.28,N,7
11568,21,75000,MORTGAGE,5.0,EDUCATION,A,5400,7.29,0,0.07,N,3
826,23,74800,RENT,1.0,MEDICAL,E,20000,17.04,1,0.23,Y,2
19268,27,26592,RENT,1.0,PERSONAL,A,2500,7.14,1,0.09,N,6
22475,29,55000,OWN,4.0,VENTURE,B,10000,11.36,0,0.18,N,8
32193,38,20640,RENT,2.0,DEBTCONSOLIDATION,C,3500,12.61,0,0.17,Y,12
1934,23,70000,RENT,4.0,PERSONAL,A,2000,7.66,0,0.03,N,2
13252,23,90000,MORTGAGE,1.0,EDUCATION,A,13675,7.49,0,0.15,N,4
31890,43,69996,RENT,18.0,MEDICAL,A,19200,,0,0.27,N,11
26592,28,32568,RENT,3.0,EDUCATION,D,15000,,1,0.46,N,9
16280,22,50004,RENT,5.0,EDUCATION,D,5300,14.42,0,0.11,N,2
32276,38,40000,MORTGAGE,5.0,PERSONAL,A,10000,5.99,0,0.25,N,17
24236,31,46000,RENT,0.0,MEDICAL,A,10000,7.51,0,0.22,N,7
4106,23,40000,MORTGAGE,7.0,MEDICAL,A,4000,7.51,0,0.1,N,2
15783,21,15300,OWN,5.0,MEDICAL,A,2500,6.03,1,0.16,N,2
1189,24,54000,RENT,0.0,PERSONAL,G,16750,20.11,1,0.31,Y,2
7832,22,55000,MORTGAGE,6.0,PERSONAL,C,3250,13.49,0,0.06,Y,4
7402,22,41838,RENT,0.0,MEDICAL,D,6600,16.89,1,0.16,N,3
29342,39,150000,RENT,0.0,HOMEIMPROVEMENT,B,20000,10.08,0,0.13,N,17
18050,35,14400,OWN,2.0,DEBTCONSOLIDATION,B,5550,10.37,1,0.39,N,8
31180,42,80000,MORTGAGE,8.0,PERSONAL,B,5000,11.99,0,0.06,N,17
1134,23,52000,RENT,3.0,DEBTCONSOLIDATION,B,17000,11.58,1,0.33,N,4
9770,22,25920,RENT,1.0,MEDICAL,C,9000,10.59,1,0.35,N,2
27271,32,130000,MORTGAGE,13.0,EDUCATION,A,7500,7.29,0,0.06,N,6
24754,31,80000,RENT,6.0,PERSONAL,A,10000,,0,0.13,N,9
23344,29,62000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9000,6.62,0,0.15,N,7
19626,35,35000,MORTGAGE,,EDUCATION,B,4000,9.63,0,0.11,N,8
26808,35,114000,MORTGAGE,11.0,EDUCATION,B,7000,11.49,0,0.06,N,10
31901,40,33600,RENT,8.0,EDUCATION,E,19275,14.5,1,0.57,N,11
16140,25,47412,MORTGAGE,0.0,EDUCATION,A,6500,8.59,0,0.14,N,3
1706,22,28800,OWN,2.0,DEBTCONSOLIDATION,D,10000,16.49,0,0.35,N,4
31473,37,52000,RENT,0.0,VENTURE,C,14000,13.16,0,0.27,N,11
27417,27,140000,MORTGAGE,7.0,PERSONAL,A,18000,7.9,0,0.13,N,9
7419,22,53000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,5025,7.49,0,0.09,N,3
27394,29,138000,MORTGAGE,0.0,EDUCATION,C,25000,13.06,0,0.18,Y,10
25310,35,83000,MORTGAGE,17.0,HOMEIMPROVEMENT,D,15000,,0,0.18,N,6
16601,22,48000,MORTGAGE,7.0,EDUCATION,B,6500,10.62,0,0.14,N,2
9538,23,62400,MORTGAGE,4.0,VENTURE,A,7200,8.9,0,0.12,N,4
15321,23,130000,MORTGAGE,7.0,EDUCATION,A,5000,5.79,0,0.04,N,4
25941,31,93000,MORTGAGE,10.0,MEDICAL,A,3000,8.49,0,0.03,N,8
1517,23,27350,MORTGAGE,5.0,VENTURE,B,1925,,0,0.07,N,3
31347,41,125000,RENT,0.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.1,Y,12
15626,22,150000,MORTGAGE,3.0,VENTURE,B,25000,11.11,0,0.17,N,3
20955,29,46296,RENT,14.0,EDUCATION,D,8800,14.42,0,0.19,N,7
17548,21,30000,RENT,2.0,MEDICAL,D,5000,14.96,1,0.17,Y,4
26904,31,118000,MORTGAGE,8.0,MEDICAL,B,6000,12.69,0,0.05,N,9
12001,22,78000,OWN,6.0,PERSONAL,A,4000,7.74,0,0.05,N,4
21816,27,15000,RENT,1.0,HOMEIMPROVEMENT,B,7000,12.21,1,0.47,N,10
5032,26,40000,RENT,0.0,PERSONAL,D,5000,15.99,1,0.13,Y,2
4609,26,120000,RENT,11.0,HOMEIMPROVEMENT,C,10000,12.68,0,0.08,N,2
21871,27,50000,MORTGAGE,11.0,PERSONAL,C,7500,11.59,0,0.15,Y,6
27222,35,126400,MORTGAGE,0.0,DEBTCONSOLIDATION,B,13000,10.38,0,0.1,N,8
26975,30,120000,MORTGAGE,8.0,HOMEIMPROVEMENT,B,3000,11.49,0,0.03,N,8
14261,26,102500,MORTGAGE,4.0,EDUCATION,A,11800,6.03,0,0.12,N,2
21113,28,61000,RENT,3.0,VENTURE,B,5000,10.37,0,0.08,N,7
20702,35,34868,RENT,14.0,MEDICAL,E,5000,6.0,1,0.14,N,6
27356,27,135000,MORTGAGE,3.0,MEDICAL,B,25000,11.12,0,0.19,N,8
7339,22,46320,MORTGAGE,6.0,DEBTCONSOLIDATION,D,15000,12.86,1,0.32,Y,4
3911,24,35200,RENT,1.0,MEDICAL,D,4000,16.0,1,0.11,Y,3
17362,21,37423,RENT,5.0,MEDICAL,A,2800,7.88,0,0.07,N,4
4932,22,34000,RENT,4.0,DEBTCONSOLIDATION,C,5000,12.73,1,0.15,Y,3
15516,25,128000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,10000,11.58,1,0.08,N,2
24078,34,38400,RENT,3.0,MEDICAL,A,10000,7.49,0,0.26,N,6
28400,27,63000,OWN,2.0,EDUCATION,A,9500,8.07,0,0.15,N,8
3293,23,30000,RENT,4.0,PERSONAL,C,3600,14.17,0,0.12,N,3
31763,36,140000,MORTGAGE,21.0,PERSONAL,A,8000,6.99,0,0.06,N,11
26893,31,117000,MORTGAGE,5.0,HOMEIMPROVEMENT,A,3600,6.91,0,0.03,N,5
16461,26,88000,RENT,10.0,PERSONAL,B,10000,12.69,0,0.11,N,4
31760,45,140000,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7500,6.62,0,0.05,N,15
27970,29,117000,RENT,6.0,EDUCATION,B,21000,10.65,0,0.18,N,5
2874,23,66000,RENT,3.0,EDUCATION,A,3000,5.99,0,0.05,N,2
26333,29,100000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4800,5.79,0,0.05,N,9
29231,39,170000,RENT,9.0,DEBTCONSOLIDATION,C,17000,12.99,0,0.1,N,14
34,26,300000,MORTGAGE,10.0,MEDICAL,C,7800,13.49,0,0.03,N,4
8419,21,57700,MORTGAGE,5.0,VENTURE,B,13500,9.91,0,0.23,N,2
29654,37,64680,RENT,10.0,DEBTCONSOLIDATION,B,3000,12.53,0,0.05,N,14
13410,23,91000,MORTGAGE,7.0,PERSONAL,C,10000,13.61,0,0.11,N,4
11392,24,74004,OWN,2.0,EDUCATION,D,5000,14.09,0,0.07,N,4
6859,24,50000,OTHER,0.0,HOMEIMPROVEMENT,A,5000,7.68,0,0.1,N,3
4575,24,100000,RENT,4.0,HOMEIMPROVEMENT,E,10000,16.4,0,0.1,Y,2
10291,25,66000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,18500,12.21,0,0.28,N,2
25280,30,82500,MORTGAGE,7.0,EDUCATION,D,10000,15.65,0,0.12,Y,9
23730,27,65000,MORTGAGE,11.0,PERSONAL,A,18000,7.51,0,0.28,N,8
19132,32,30000,MORTGAGE,2.0,EDUCATION,D,6000,15.31,0,0.2,Y,8
3749,23,26000,RENT,0.0,PERSONAL,A,4000,6.76,0,0.15,N,3
21278,28,56461,RENT,5.0,EDUCATION,E,5400,15.68,0,0.1,Y,6
28370,34,90000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,24250,10.62,0,0.27,N,6
29624,39,50000,RENT,8.0,PERSONAL,B,12000,11.71,0,0.24,N,15
13750,22,71400,MORTGAGE,4.0,MEDICAL,C,21600,15.27,1,0.26,Y,2
26407,27,30000,RENT,0.0,MEDICAL,B,14300,10.39,1,0.48,N,6
64,22,70000,RENT,6.0,EDUCATION,D,29100,15.99,1,0.42,N,3
10249,26,59000,RENT,3.0,EDUCATION,A,9600,7.49,1,0.16,N,3
13766,22,70000,RENT,6.0,PERSONAL,B,13600,12.21,0,0.19,N,4
3294,23,30000,RENT,0.0,VENTURE,A,3600,6.17,0,0.12,N,2
12974,22,36000,OWN,,VENTURE,A,6000,8.9,0,0.17,N,3
4069,23,40000,MORTGAGE,4.0,PERSONAL,B,6000,,0,0.15,N,2
30791,38,65000,OWN,12.0,HOMEIMPROVEMENT,B,3600,8.88,0,0.06,N,15
29904,42,41000,MORTGAGE,17.0,EDUCATION,B,10000,10.99,0,0.24,N,12
8591,23,23148,RENT,0.0,DEBTCONSOLIDATION,B,8000,,1,0.35,N,4
20035,28,40000,RENT,1.0,PERSONAL,C,3700,15.96,0,0.09,N,8
32031,40,74004,MORTGAGE,12.0,EDUCATION,A,7125,6.62,0,0.1,N,14
23546,27,68000,RENT,4.0,HOMEIMPROVEMENT,A,8700,7.88,0,0.13,N,5
13518,22,93000,MORTGAGE,6.0,MEDICAL,A,3600,7.9,0,0.04,N,3
2918,23,85000,RENT,5.0,VENTURE,A,3000,7.49,0,0.04,N,3
12357,23,80000,MORTGAGE,5.0,VENTURE,E,8000,15.68,0,0.1,N,4
14488,26,108000,MORTGAGE,4.0,PERSONAL,A,9000,5.79,0,0.08,N,2
1810,22,24702,RENT,,EDUCATION,C,2000,13.23,0,0.08,Y,4
3161,21,35000,RENT,3.0,DEBTCONSOLIDATION,C,3500,12.53,0,0.1,Y,4
13082,22,88000,MORTGAGE,6.0,PERSONAL,B,16000,11.71,0,0.18,N,3
7283,24,24000,RENT,0.0,EDUCATION,B,6500,11.36,0,0.27,N,2
17433,26,69846,RENT,2.0,EDUCATION,F,22500,18.99,1,0.32,N,4
2932,24,120390,RENT,8.0,HOMEIMPROVEMENT,A,3000,5.79,0,0.02,N,4
578,24,33000,RENT,1.0,DEBTCONSOLIDATION,B,20000,10.99,1,0.61,N,3
3792,22,30000,RENT,1.0,EDUCATION,C,4000,,0,0.13,N,3
12770,23,85000,MORTGAGE,6.0,EDUCATION,B,10000,10.99,0,0.12,N,2
402,22,43000,RENT,7.0,DEBTCONSOLIDATION,C,24000,13.85,1,0.56,Y,3
30052,39,52273,RENT,3.0,EDUCATION,B,5000,,0,0.1,N,17
6812,22,50000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,11000,8.94,0,0.22,N,4
2524,24,20004,RENT,3.0,VENTURE,C,3000,,0,0.15,N,4
26438,30,102000,MORTGAGE,8.0,HOMEIMPROVEMENT,D,15000,15.62,0,0.15,Y,8
9235,24,23000,RENT,2.0,EDUCATION,B,5000,,0,0.22,N,4
22356,27,54996,OWN,5.0,PERSONAL,C,16400,13.98,0,0.3,N,9
3370,23,36000,OWN,2.0,VENTURE,C,5000,12.87,0,0.14,Y,3
27308,29,130000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,6000,13.04,0,0.05,Y,9
16656,24,100000,RENT,6.0,VENTURE,A,11000,5.42,0,0.11,N,2
25559,31,86004,OWN,8.0,VENTURE,B,2000,10.74,0,0.02,N,6
18744,31,69000,RENT,12.0,HOMEIMPROVEMENT,A,16000,5.99,0,0.23,N,6
5005,22,45000,RENT,3.0,VENTURE,B,5000,12.42,0,0.11,N,2
6913,26,82000,RENT,8.0,HOMEIMPROVEMENT,A,6000,7.88,0,0.07,N,3
13857,22,97000,MORTGAGE,4.0,PERSONAL,A,5000,6.99,0,0.05,N,4
28610,32,84456,RENT,5.0,HOMEIMPROVEMENT,B,10000,9.88,0,0.12,N,7
789,23,78000,RENT,0.0,HOMEIMPROVEMENT,F,20000,18.25,1,0.26,Y,2
18003,31,200000,MORTGAGE,3.0,MEDICAL,A,30000,8.9,0,0.15,N,5
11796,24,76000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,6000,8.9,0,0.08,N,3
9450,22,62000,MORTGAGE,6.0,EDUCATION,A,17000,6.91,0,0.27,N,3
26499,28,100000,RENT,10.0,HOMEIMPROVEMENT,C,14400,13.85,0,0.14,N,9
15563,26,113050,MORTGAGE,4.0,MEDICAL,B,9000,12.53,1,0.07,N,4
2009,26,37000,RENT,0.0,PERSONAL,B,14000,9.88,1,0.38,N,4
27036,29,120000,MORTGAGE,5.0,MEDICAL,B,9000,10.25,0,0.07,N,10
29390,49,86400,RENT,7.0,PERSONAL,A,16875,7.51,0,0.2,N,14
1621,26,42000,RENT,1.0,VENTURE,D,1500,14.61,1,0.04,Y,3
2259,23,30000,RENT,4.0,DEBTCONSOLIDATION,C,13000,13.57,1,0.43,Y,2
21712,28,50000,RENT,0.0,PERSONAL,B,6000,10.59,0,0.12,N,5
5918,24,19800,RENT,1.0,DEBTCONSOLIDATION,A,5600,5.79,1,0.28,N,3
5230,25,34600,RENT,0.0,EDUCATION,A,8950,6.17,0,0.26,N,4
17284,23,44000,MORTGAGE,4.0,EDUCATION,A,3200,7.51,0,0.07,N,2
9961,26,65000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,5.42,0,0.06,N,3
13521,25,93000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2000,15.23,0,0.02,N,4
17306,23,37344,MORTGAGE,0.0,EDUCATION,C,3200,12.68,0,0.09,N,4
10612,22,69077,MORTGAGE,2.0,PERSONAL,A,10000,7.51,0,0.14,N,3
10934,23,70000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000,11.14,0,0.21,N,4
24950,28,78408,MORTGAGE,,EDUCATION,C,6000,15.23,0,0.08,N,8
4100,24,16000,RENT,2.0,DEBTCONSOLIDATION,D,4200,,1,0.26,N,4
5446,24,57996,RENT,4.0,HOMEIMPROVEMENT,D,5000,13.24,0,0.09,N,4
22384,28,55000,OWN,13.0,PERSONAL,A,18000,7.9,0,0.33,N,6
20468,28,29004,RENT,5.0,VENTURE,C,4800,15.23,0,0.17,Y,7
10345,23,21000,RENT,3.0,MEDICAL,C,10000,13.16,1,0.48,Y,4
22316,32,54000,MORTGAGE,16.0,MEDICAL,A,10000,7.74,0,0.19,N,7
6930,25,50300,MORTGAGE,3.0,HOMEIMPROVEMENT,E,1000,18.39,0,0.02,Y,3
16136,24,46800,MORTGAGE,6.0,DEBTCONSOLIDATION,A,12000,6.99,0,0.26,N,3
3533,21,40800,RENT,1.0,PERSONAL,A,10400,9.32,0,0.25,N,3
14265,22,102996,MORTGAGE,6.0,MEDICAL,A,8000,7.74,0,0.08,N,3
31611,38,112224,MORTGAGE,5.0,EDUCATION,A,25000,6.99,0,0.22,N,13
31850,44,45000,RENT,0.0,VENTURE,B,15775,10.99,1,0.35,N,12
1403,23,43000,RENT,7.0,EDUCATION,A,1000,7.51,0,0.02,N,3
9070,26,60000,RENT,2.0,MEDICAL,C,8000,13.61,0,0.13,N,4
23070,29,50000,RENT,9.0,VENTURE,B,8000,11.71,0,0.16,N,9
1666,23,24960,RENT,3.0,MEDICAL,B,1675,11.11,0,0.07,N,3
3076,21,35004,MORTGAGE,1.0,VENTURE,A,3600,8.0,0,0.1,N,2
245,24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3
4049,22,40000,MORTGAGE,5.0,DEBTCONSOLIDATION,C,12000,13.49,0,0.3,N,2
27236,28,128400,MORTGAGE,3.0,PERSONAL,C,4000,13.35,0,0.03,Y,8
1604,23,40000,RENT,0.0,VENTURE,C,1500,11.78,0,0.04,N,2
26753,29,37200,RENT,1.0,MEDICAL,A,15000,6.03,1,0.4,N,10
20784,30,42000,RENT,2.0,MEDICAL,B,5000,,0,0.12,N,7
25286,34,60000,RENT,3.0,VENTURE,A,12000,6.92,0,0.2,N,9
23336,29,70000,RENT,9.0,PERSONAL,B,8000,12.53,0,0.11,N,5
24888,28,78000,MORTGAGE,1.0,HOMEIMPROVEMENT,C,5000,12.99,0,0.06,Y,7
11304,25,73000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,3500,13.23,0,0.05,N,2
22708,27,57996,RENT,11.0,EDUCATION,B,7500,12.21,0,0.13,N,10
6879,23,74000,RENT,7.0,EDUCATION,A,6000,5.79,0,0.08,N,3
504,22,66000,RENT,1.0,EDUCATION,F,22000,,1,0.33,N,2
8312,25,57000,MORTGAGE,5.0,HOMEIMPROVEMENT,D,11200,14.46,0,0.2,Y,4
7216,24,12624,RENT,,VENTURE,C,6300,13.85,1,0.5,N,3
12177,22,24996,RENT,4.0,PERSONAL,B,12000,9.63,1,0.48,N,3
22109,30,52000,MORTGAGE,7.0,PERSONAL,D,5500,14.96,0,0.11,Y,10
28415,28,24000,RENT,0.0,EDUCATION,B,5000,11.86,0,0.21,N,8
2074,26,30000,MORTGAGE,3.0,HOMEIMPROVEMENT,B,15000,10.62,0,0.5,N,2
5017,23,43000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9800,8.59,0,0.23,N,2
18520,27,23652,MORTGAGE,9.0,PERSONAL,A,2000,7.49,0,0.08,N,8
29428,44,26500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,6200,6.03,0,0.23,N,16
3198,25,36000,OWN,2.0,MEDICAL,A,8400,5.99,0,0.23,N,3
13088,23,88000,MORTGAGE,1.0,VENTURE,B,15000,12.42,0,0.17,N,2
17445,25,33500,RENT,2.0,MEDICAL,B,10000,10.25,0,0.3,N,3
26847,29,115000,OWN,12.0,EDUCATION,D,35000,15.28,0,0.3,Y,5
12569,24,83000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10400,5.79,0,0.13,N,3
21066,27,54792,RENT,4.0,EDUCATION,C,5000,13.48,0,0.09,N,5
28422,31,49000,RENT,6.0,PERSONAL,A,5600,6.03,0,0.11,N,6
27760,30,198171,MORTGAGE,4.0,DEBTCONSOLIDATION,A,5000,5.79,0,0.03,N,6
17974,28,215662,MORTGAGE,12.0,VENTURE,B,21000,11.99,0,0.1,N,7
5470,26,45000,MORTGAGE,10.0,PERSONAL,A,1500,6.76,0,0.03,N,4
8979,25,60000,MORTGAGE,3.0,EDUCATION,B,10000,10.36,0,0.17,N,4
7237,22,115200,RENT,0.0,DEBTCONSOLIDATION,A,7000,7.66,0,0.06,N,2
24556,28,74400,MORTGAGE,7.0,MEDICAL,B,12000,,0,0.16,N,6
4773,22,36000,MORTGAGE,3.0,DEBTCONSOLIDATION,D,7000,14.84,1,0.19,N,3
4039,24,65000,RENT,0.0,DEBTCONSOLIDATION,A,4000,7.51,0,0.06,N,3
16211,24,52728,RENT,4.0,EDUCATION,A,5000,7.74,0,0.09,N,4
16671,25,49963,MORTGAGE,9.0,MEDICAL,B,2100,11.49,1,0.04,N,3
27326,32,132000,MORTGAGE,16.0,HOMEIMPROVEMENT,B,25000,10.99,0,0.19,N,7
19912,28,50000,RENT,0.0,PERSONAL,C,10800,13.49,0,0.22,Y,5
31489,38,54000,RENT,2.0,MEDICAL,D,14000,,1,0.26,N,17
23863,30,66500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,7.88,0,0.12,N,9
28542,28,82300,RENT,3.0,VENTURE,A,3600,9.63,0,0.04,N,6
18213,28,16800,OWN,5.0,EDUCATION,B,5000,9.88,1,0.3,N,7
